paper_id,title,publication_date,journal,authors,citation_count,concepts
W2145486367,Silica-on-Silicon Waveguide Quantum Circuits,2008-03-27,N/A,"Alberto Politi, Martin J Cryan, John Rarity, Siyuan Yu, Jeremy L. O’Brien",999,https://openalex.org/C159317903|Photon|0.598705;https://openalex.org/C20788544|Photonics|0.55330515;https://openalex.org/C95013731|Quantum metrology|0.5246889;https://openalex.org/C121332964|Physics|0.50753677;https://openalex.org/C68717125|Quantum optics|0.4971173;https://openalex.org/C190463098|Quantum technology|0.49510446;https://openalex.org/C89143813|Quantum sensor|0.4861033;https://openalex.org/C49040817|Optoelectronics|0.48601562;https://openalex.org/C169699857|Quantum information|0.44464085;https://openalex.org/C57528182|Miniaturization|0.4438184;https://openalex.org/C84114770|Quantum|0.43764818;https://openalex.org/C22984246|Quantum imaging|0.42086226;https://openalex.org/C41008148|Computer science|0.40217793;https://openalex.org/C186468114|Quantum network|0.32898068;https://openalex.org/C120665830|Optics|0.298795;https://openalex.org/C171250308|Nanotechnology|0.22587153;https://openalex.org/C192562407|Materials science|0.20409346;https://openalex.org/C190474826|Open quantum system|0.15492317;https://openalex.org/C62520636|Quantum mechanics|0.14821205
W2048639010,"Kitaev-Heisenberg Model on a Honeycomb Lattice: Possible Exotic Phases in Iridium Oxides<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:msub><mml:mi>A</mml:mi><mml:mn>2</mml:mn></mml:msub><mml:msub><mml:mi>IrO</mml:mi><mml:mn>3</mml:mn></mml:msub></mml:math>",2010-07-09,N/A,"Jiří Chaloupka, George Jackeli, Giniyat Khaliullin",982,https://openalex.org/C155355069|Antiferromagnetism|0.7349881;https://openalex.org/C130787639|Hamiltonian (control theory)|0.7330633;https://openalex.org/C121332964|Physics|0.69111556;https://openalex.org/C201665358|Heisenberg model|0.6504677;https://openalex.org/C2781204021|Lattice (music)|0.591831;https://openalex.org/C69523127|Ground state|0.5629303;https://openalex.org/C26873012|Condensed matter physics|0.46359983;https://openalex.org/C37914503|Mathematical physics|0.42767447;https://openalex.org/C2778361524|Heisenberg limit|0.42377728;https://openalex.org/C145148216|Ion|0.42203748;https://openalex.org/C62520636|Quantum mechanics|0.39530468;https://openalex.org/C84114770|Quantum|0.10973993;https://openalex.org/C33923547|Mathematics|0.09264448;https://openalex.org/C121040770|Quantum entanglement|0.08981365;https://openalex.org/C186468114|Quantum network|0.0;https://openalex.org/C126255220|Mathematical optimization|0.0;https://openalex.org/C24890656|Acoustics|0.0
W2144965412,Continuous-variable optical quantum-state tomography,2009-03-16,N/A,"A. I. Lvovsky, Michael G. Raymer",982,https://openalex.org/C121332964|Physics|0.7995417;https://openalex.org/C166834278|Quantum tomography|0.755668;https://openalex.org/C2778184138|Homodyne detection|0.68164957;https://openalex.org/C26351279|Direct-conversion receiver|0.58819836;https://openalex.org/C15706264|Quantum state|0.56437844;https://openalex.org/C22984246|Quantum imaging|0.561722;https://openalex.org/C68717125|Quantum optics|0.54874647;https://openalex.org/C159317903|Photon|0.5022905;https://openalex.org/C163716698|Tomography|0.4692927;https://openalex.org/C120665830|Optics|0.40913388;https://openalex.org/C169699857|Quantum information|0.3981281;https://openalex.org/C84114770|Quantum|0.39355344;https://openalex.org/C186468114|Quantum network|0.28996825;https://openalex.org/C62520636|Quantum mechanics|0.28630507
W2054388650,Conditional Quantum Dynamics and Logic Gates,1995-05-15,N/A,"Adriano Barenco, David Deutsch, Artur Ekert, Richard Jozsa",961,https://openalex.org/C169460222|Quantum logic|0.65685904;https://openalex.org/C121332964|Physics|0.65018815;https://openalex.org/C58849907|Quantum gate|0.6096808;https://openalex.org/C62520636|Quantum mechanics|0.52541494;https://openalex.org/C186468114|Quantum network|0.4809598;https://openalex.org/C131017901|Logic gate|0.47774237;https://openalex.org/C51003876|Quantum error correction|0.463117;https://openalex.org/C84114770|Quantum|0.46285525;https://openalex.org/C124148022|Quantum circuit|0.44569847;https://openalex.org/C190474826|Open quantum system|0.44169748;https://openalex.org/C190463098|Quantum technology|0.43457448;https://openalex.org/C15184713|Quantum dynamics|0.4171646;https://openalex.org/C169699857|Quantum information|0.36585706;https://openalex.org/C41008148|Computer science|0.33023536;https://openalex.org/C58053490|Quantum computer|0.22228983;https://openalex.org/C11413529|Algorithm|0.15239727
W4231127907,Quantum coding,1995-04-01,N/A,Benjamin Schumacher,943,https://openalex.org/C121332964|Physics|0.7772401;https://openalex.org/C169699857|Quantum information|0.62734765;https://openalex.org/C45483111|Quantum no-deleting theorem|0.61220413;https://openalex.org/C62520636|Quantum mechanics|0.544927;https://openalex.org/C41241483|Quantum capacity|0.5426366;https://openalex.org/C43682372|Quantum operation|0.52586985;https://openalex.org/C187486625|Quantum channel|0.51965606;https://openalex.org/C139356082|Quantum discord|0.47698078;https://openalex.org/C101973423|Von Neumann entropy|0.47645095;https://openalex.org/C51003876|Quantum error correction|0.4758063;https://openalex.org/C64775481|Quantum mutual information|0.46583882;https://openalex.org/C24495805|Quantum relative entropy|0.46130496;https://openalex.org/C168090291|Classical capacity|0.45840222;https://openalex.org/C11255438|Quantum process|0.44937375;https://openalex.org/C186468114|Quantum network|0.44298568;https://openalex.org/C137019171|Quantum algorithm|0.42423752;https://openalex.org/C190474826|Open quantum system|0.42347574;https://openalex.org/C203087015|Qubit|0.41365156;https://openalex.org/C84114770|Quantum|0.32938457;https://openalex.org/C121040770|Quantum entanglement|0.274392;https://openalex.org/C15184713|Quantum dynamics|0.19821459
W1969546033,Deterministic quantum teleportation of atomic qubits,2004-06-01,N/A,"M. D. Barrett, John Chiaverini, Tobias Schaetz, J. Britton, Wayne M. Itano, J. D. Jost, Emanuel Knill, C. Langer, D. Leibfried, Roee Ozeri, D. J. Wineland",940,https://openalex.org/C91717678|Quantum teleportation|0.83296657;https://openalex.org/C187678412|Superdense coding|0.7498234;https://openalex.org/C154255573|Teleportation|0.63128024;https://openalex.org/C187486625|Quantum channel|0.5792542;https://openalex.org/C121332964|Physics|0.57775295;https://openalex.org/C186468114|Quantum network|0.5603894;https://openalex.org/C203087015|Qubit|0.54255867;https://openalex.org/C62520636|Quantum mechanics|0.5350583;https://openalex.org/C121040770|Quantum entanglement|0.5289823;https://openalex.org/C169699857|Quantum information|0.49745896;https://openalex.org/C114671716|No-teleportation theorem|0.4564687;https://openalex.org/C58053490|Quantum computer|0.45513;https://openalex.org/C183968085|Trapped ion quantum computer|0.43618342;https://openalex.org/C41008148|Computer science|0.33167696;https://openalex.org/C84114770|Quantum|0.29978722
W1994917526,Universal Computation by Quantum Walk,2009-05-04,N/A,Andrew M. Childs,936,https://openalex.org/C180356752|Adjacency matrix|0.6691482;https://openalex.org/C140058369|Quantum walk|0.63008225;https://openalex.org/C58053490|Quantum computer|0.60772616;https://openalex.org/C137019171|Quantum algorithm|0.56332797;https://openalex.org/C45374587|Computation|0.48357958;https://openalex.org/C84114770|Quantum|0.44548523;https://openalex.org/C65574998|Feynman diagram|0.44412163;https://openalex.org/C186468114|Quantum network|0.41280013;https://openalex.org/C121332964|Physics|0.41082716;https://openalex.org/C62520636|Quantum mechanics|0.4012279;https://openalex.org/C41008148|Computer science|0.376796;https://openalex.org/C158693339|Eigenvalues and eigenvectors|0.21733347;https://openalex.org/C11413529|Algorithm|0.13614789
W2045702468,Measurement-based quantum computation,2009-01-01,N/A,"Hans J. Briegel, Dan E. Browne, Wolfgang Dür, Robert Raussendorf, M. Van den Nest",931,https://openalex.org/C58053490|Quantum computer|0.7493015;https://openalex.org/C169699857|Quantum information|0.55991054;https://openalex.org/C121332964|Physics|0.5566072;https://openalex.org/C45374587|Computation|0.5356998;https://openalex.org/C2781089630|Realization (probability)|0.5268249;https://openalex.org/C190463098|Quantum technology|0.51539457;https://openalex.org/C80444323|Theoretical computer science|0.4763803;https://openalex.org/C203087015|Qubit|0.46852607;https://openalex.org/C84114770|Quantum|0.45673135;https://openalex.org/C186468114|Quantum network|0.42010185;https://openalex.org/C5320026|Quantum information science|0.41227224;https://openalex.org/C190474826|Open quantum system|0.40925655;https://openalex.org/C33332235|Theoretical physics|0.38695258;https://openalex.org/C41008148|Computer science|0.38464034;https://openalex.org/C121864883|Statistical physics|0.3623313;https://openalex.org/C62520636|Quantum mechanics|0.34494776;https://openalex.org/C121040770|Quantum entanglement|0.22110489;https://openalex.org/C11413529|Algorithm|0.19640502;https://openalex.org/C33923547|Mathematics|0.124207914;https://openalex.org/C105795698|Statistics|0.0
W4394672652,Stabilizer Codes and Quantum Error Correction,1997-01-01,N/A,Daniel Gottesman,927,https://openalex.org/C69497775|Quantum convolutional code|0.71151626;https://openalex.org/C51003876|Quantum error correction|0.6240318;https://openalex.org/C41008148|Computer science|0.4481647;https://openalex.org/C41241483|Quantum capacity|0.44093588;https://openalex.org/C84114770|Quantum|0.43975747;https://openalex.org/C58053490|Quantum computer|0.4264396;https://openalex.org/C186468114|Quantum network|0.37381065;https://openalex.org/C62520636|Quantum mechanics|0.35589755;https://openalex.org/C121332964|Physics|0.35200426
W2073304207,Optically programmable electron spin memory using semiconductor quantum dots,2004-11-01,N/A,"M. Kroutvar, Y. Ducommun, D. Heiss, M. Bichler, Dieter Schuh, G. Abstreiter, Jonathan J. Finley",926,https://openalex.org/C124657808|Quantum dot|0.69596094;https://openalex.org/C121332964|Physics|0.6421772;https://openalex.org/C150365167|Spin engineering|0.61208236;https://openalex.org/C76790566|Spin transistor|0.5985975;https://openalex.org/C42704618|Spin (aerodynamics)|0.5915852;https://openalex.org/C62850752|Spinplasmonics|0.5582063;https://openalex.org/C26873012|Condensed matter physics|0.5483084;https://openalex.org/C150724011|Quantum point contact|0.53856635;https://openalex.org/C116696211|Nitrogen-vacancy center|0.5384306;https://openalex.org/C89143813|Quantum sensor|0.44847888;https://openalex.org/C169699857|Quantum information|0.43146136;https://openalex.org/C74130334|Quantum dot laser|0.41394097;https://openalex.org/C21690051|Spin polarization|0.38272256;https://openalex.org/C147120987|Electron|0.35105792;https://openalex.org/C108225325|Semiconductor|0.3450557;https://openalex.org/C49040817|Optoelectronics|0.29223993;https://openalex.org/C2778870898|Spins|0.28840858;https://openalex.org/C84114770|Quantum|0.28826377;https://openalex.org/C186468114|Quantum network|0.28554547;https://openalex.org/C62520636|Quantum mechanics|0.23429388;https://openalex.org/C155194400|Spin Hall effect|0.22349423;https://openalex.org/C29169072|Quantum well|0.2189211;https://openalex.org/C520434653|Laser|0.0;https://openalex.org/C97355855|Thermodynamics|0.0;https://openalex.org/C121477167|Semiconductor laser theory|0.0
W2015876000,Improvement of Frequency Standards with Quantum Entanglement,1997-11-17,N/A,"Susana F. Huelga, Chiara Macchiavello, T. Pellizzari, Artur Ekert, Martin B. Plenio, J. I. Cirac",918,https://openalex.org/C121040770|Quantum entanglement|0.81965226;https://openalex.org/C122527463|Quantum decoherence|0.7292585;https://openalex.org/C169345407|Uncorrelated|0.65624404;https://openalex.org/C138268822|Resolution (logic)|0.64006656;https://openalex.org/C121332964|Physics|0.5841178;https://openalex.org/C62520636|Quantum mechanics|0.574509;https://openalex.org/C95013731|Quantum metrology|0.47676808;https://openalex.org/C32891209|Spectroscopy|0.46011478;https://openalex.org/C84114770|Quantum|0.4536634;https://openalex.org/C89143813|Quantum sensor|0.41763443;https://openalex.org/C121864883|Statistical physics|0.37780944;https://openalex.org/C41008148|Computer science|0.21920478;https://openalex.org/C33923547|Mathematics|0.16203529;https://openalex.org/C105795698|Statistics|0.13505587;https://openalex.org/C186468114|Quantum network|0.12896776;https://openalex.org/C154945302|Artificial intelligence|0.0
W1982390307,Demonstration of an all-optical quantum controlled-NOT gate,2003-11-01,N/A,"Jeremy L. O’Brien, Geoff J. Pryde, A. G. White, Timothy C. Ralph, David Branning",912,https://openalex.org/C182953411|Controlled NOT gate|0.9294294;https://openalex.org/C58849907|Quantum gate|0.7174391;https://openalex.org/C58053490|Quantum computer|0.6883604;https://openalex.org/C51003876|Quantum error correction|0.59991693;https://openalex.org/C203087015|Qubit|0.5789465;https://openalex.org/C124148022|Quantum circuit|0.52286506;https://openalex.org/C41008148|Computer science|0.45543748;https://openalex.org/C121332964|Physics|0.44869825;https://openalex.org/C186468114|Quantum network|0.43878496;https://openalex.org/C62520636|Quantum mechanics|0.43505588;https://openalex.org/C19271316|One-way quantum computer|0.41488612;https://openalex.org/C184720557|Topology (electrical circuits)|0.35883433;https://openalex.org/C84114770|Quantum|0.28567022;https://openalex.org/C119599485|Electrical engineering|0.17389673;https://openalex.org/C127413603|Engineering|0.08886129
W2038359097,Quantum Cryptography with Entangled Photons,2000-05-15,N/A,"Thomas Jennewein, Christoph Simon, Gregor Weihs, Harald Weinfurter, Anton Zeilinger",898,https://openalex.org/C78203541|BB84|0.8557723;https://openalex.org/C95466800|Quantum key distribution|0.8096139;https://openalex.org/C144901912|Quantum cryptography|0.7845961;https://openalex.org/C125112378|Randomness|0.5477674;https://openalex.org/C41008148|Computer science|0.5281665;https://openalex.org/C159317903|Photon|0.5214802;https://openalex.org/C121332964|Physics|0.51146567;https://openalex.org/C187486625|Quantum channel|0.49424055;https://openalex.org/C186468114|Quantum network|0.49303934;https://openalex.org/C104434177|Photon entanglement|0.4856895;https://openalex.org/C62520636|Quantum mechanics|0.45781392;https://openalex.org/C178489894|Cryptography|0.44170475;https://openalex.org/C128108043|Bell's theorem|0.421453;https://openalex.org/C84114770|Quantum|0.3669182;https://openalex.org/C58053490|Quantum computer|0.34574443;https://openalex.org/C169699857|Quantum information|0.3086982;https://openalex.org/C33923547|Mathematics|0.19200188;https://openalex.org/C11413529|Algorithm|0.17715082;https://openalex.org/C121040770|Quantum entanglement|0.13798693;https://openalex.org/C105795698|Statistics|0.0
W2019018899,Quantum secure direct communication with high-dimension quantum superdense coding,2005-04-28,N/A,"Chuan Wang, Fu‐Guo Deng, Yansong Li, Xiao-Shu Liu, Gui‐Lu Long",894,https://openalex.org/C187678412|Superdense coding|0.8791175;https://openalex.org/C121332964|Physics|0.7939383;https://openalex.org/C186468114|Quantum network|0.51558965;https://openalex.org/C5320026|Quantum information science|0.50091004;https://openalex.org/C84114770|Quantum|0.47938967;https://openalex.org/C80444323|Theoretical computer science|0.33011827;https://openalex.org/C169699857|Quantum information|0.32028335;https://openalex.org/C62520636|Quantum mechanics|0.3106558;https://openalex.org/C41008148|Computer science|0.21229452;https://openalex.org/C121040770|Quantum entanglement|0.1971341
W1409569118,Quantum Information Theory,2013-04-18,N/A,Mark M. Wilde,891,https://openalex.org/C169699857|Quantum information|0.6182928;https://openalex.org/C121040770|Quantum entanglement|0.5834296;https://openalex.org/C5320026|Quantum information science|0.57420874;https://openalex.org/C187486625|Quantum channel|0.5646905;https://openalex.org/C41008148|Computer science|0.50924146;https://openalex.org/C186468114|Quantum network|0.4757007;https://openalex.org/C91717678|Quantum teleportation|0.46613118;https://openalex.org/C184049767|Coherent information|0.43705586;https://openalex.org/C80444323|Theoretical computer science|0.40348217;https://openalex.org/C33332235|Theoretical physics|0.4007576;https://openalex.org/C62520636|Quantum mechanics|0.34342474;https://openalex.org/C84114770|Quantum|0.3431663;https://openalex.org/C121332964|Physics|0.30431864
W1995105136,A semiconductor source of triggered entangled photon pairs,2006-01-01,N/A,"R. M. Stevenson, Robert J. Young, P. Atkinson, Ken B. Cooper, D. A. Ritchie, A. J. Shields",883,https://openalex.org/C121332964|Physics|0.8034167;https://openalex.org/C104434177|Photon entanglement|0.6731268;https://openalex.org/C121040770|Quantum entanglement|0.5985753;https://openalex.org/C159317903|Photon|0.58377165;https://openalex.org/C165330911|Biexciton|0.52144045;https://openalex.org/C62520636|Quantum mechanics|0.4932012;https://openalex.org/C169699857|Quantum information|0.47798795;https://openalex.org/C89143813|Quantum sensor|0.45394567;https://openalex.org/C203103908|Spontaneous parametric down-conversion|0.43841818;https://openalex.org/C5320026|Quantum information science|0.43656716;https://openalex.org/C190463098|Quantum technology|0.42472422;https://openalex.org/C124657808|Quantum dot|0.40800333;https://openalex.org/C186468114|Quantum network|0.40420884;https://openalex.org/C84114770|Quantum|0.31127435;https://openalex.org/C190474826|Open quantum system|0.18857995
W1986293140,No Signaling and Quantum Key Distribution,2005-06-27,N/A,"Jonathan Barrett, Lucién Hardy, Adrian Kent",869,https://openalex.org/C95466800|Quantum key distribution|0.85312843;https://openalex.org/C144901912|Quantum cryptography|0.748464;https://openalex.org/C41008148|Computer science|0.6258232;https://openalex.org/C147323434|Quantum pseudo-telepathy|0.50747913;https://openalex.org/C5320026|Quantum information science|0.48313972;https://openalex.org/C186468114|Quantum network|0.48161238;https://openalex.org/C2776261394|Impossibility|0.46588415;https://openalex.org/C78203541|BB84|0.453714;https://openalex.org/C26517878|Key (lock)|0.45016557;https://openalex.org/C169699857|Quantum information|0.4282257;https://openalex.org/C41241483|Quantum capacity|0.41872823;https://openalex.org/C80444323|Theoretical computer science|0.3831444;https://openalex.org/C62520636|Quantum mechanics|0.37217313;https://openalex.org/C84114770|Quantum|0.36186144;https://openalex.org/C38652104|Computer security|0.3512867;https://openalex.org/C121332964|Physics|0.34408695;https://openalex.org/C121040770|Quantum entanglement|0.2254714;https://openalex.org/C199539241|Law|0.1150721;https://openalex.org/C17744445|Political science|0.0
W2038740356,Ghost Imaging with Thermal Light: Comparing Entanglement and ClassicalCorrelation,2004-08-26,N/A,"A. Gatti, E. Brambilla, Morten Bache, L. A. Lugiato",869,https://openalex.org/C121040770|Quantum entanglement|0.838593;https://openalex.org/C2776646148|Ghost imaging|0.80106497;https://openalex.org/C121332964|Physics|0.7820207;https://openalex.org/C521332185|Analogy|0.7091484;https://openalex.org/C204530211|Thermal|0.61374104;https://openalex.org/C117251300|Parametric statistics|0.5532064;https://openalex.org/C203103908|Spontaneous parametric down-conversion|0.51432645;https://openalex.org/C89394759|Thermal radiation|0.4861164;https://openalex.org/C104434177|Photon entanglement|0.46561456;https://openalex.org/C153385146|Radiation|0.4590541;https://openalex.org/C120665830|Optics|0.45502573;https://openalex.org/C22984246|Quantum imaging|0.42560852;https://openalex.org/C62520636|Quantum mechanics|0.4035166;https://openalex.org/C84114770|Quantum|0.19353527;https://openalex.org/C186468114|Quantum network|0.0837152;https://openalex.org/C41895202|Linguistics|0.0;https://openalex.org/C138885662|Philosophy|0.0;https://openalex.org/C105795698|Statistics|0.0;https://openalex.org/C33923547|Mathematics|0.0;https://openalex.org/C153294291|Meteorology|0.0
W2167927798,Fault-tolerant quantum computation,2002-12-24,N/A,Peter W. Shor,862,https://openalex.org/C58053490|Quantum computer|0.7751118;https://openalex.org/C51003876|Quantum error correction|0.63074374;https://openalex.org/C137019171|Quantum algorithm|0.54366595;https://openalex.org/C124148022|Quantum circuit|0.5404751;https://openalex.org/C43682372|Quantum operation|0.5209195;https://openalex.org/C41008148|Computer science|0.5100118;https://openalex.org/C122527463|Quantum decoherence|0.47479028;https://openalex.org/C169699857|Quantum information|0.47265542;https://openalex.org/C45374587|Computation|0.47041252;https://openalex.org/C186468114|Quantum network|0.4395608;https://openalex.org/C41241483|Quantum capacity|0.4256472;https://openalex.org/C80444323|Theoretical computer science|0.41559842;https://openalex.org/C84114770|Quantum|0.39786348;https://openalex.org/C62520636|Quantum mechanics|0.37295783;https://openalex.org/C11413529|Algorithm|0.33960432;https://openalex.org/C190474826|Open quantum system|0.3325557;https://openalex.org/C121332964|Physics|0.3084227
W3104100960,Quantum Teleportation is a Universal Computational Primitive,1999-08-02,N/A,"Daniel Gottesman, Isaac L. Chuang",861,https://openalex.org/C91717678|Quantum teleportation|0.74891937;https://openalex.org/C136197465|Variety (cybernetics)|0.6865203;https://openalex.org/C41008148|Computer science|0.5749248;https://openalex.org/C154255573|Teleportation|0.5619826;https://openalex.org/C203087015|Qubit|0.49845624;https://openalex.org/C186468114|Quantum network|0.48791048;https://openalex.org/C58053490|Quantum computer|0.46759054;https://openalex.org/C187678412|Superdense coding|0.4250763;https://openalex.org/C84114770|Quantum|0.41924715;https://openalex.org/C80444323|Theoretical computer science|0.41398585;https://openalex.org/C187486625|Quantum channel|0.35768935;https://openalex.org/C184720557|Topology (electrical circuits)|0.35319942;https://openalex.org/C62520636|Quantum mechanics|0.3382718;https://openalex.org/C121332964|Physics|0.33059698;https://openalex.org/C169699857|Quantum information|0.30794978;https://openalex.org/C33923547|Mathematics|0.21137342;https://openalex.org/C114614502|Combinatorics|0.050477475;https://openalex.org/C154945302|Artificial intelligence|0.047740877
W2104812648,Quantum technology: the second quantum revolution,2003-06-20,N/A,"Jonathan P. Dowling, G. J. Milburn",858,https://openalex.org/C190463098|Quantum technology|0.7570437;https://openalex.org/C89143813|Quantum sensor|0.5946237;https://openalex.org/C71191651|Quantum nanoscience|0.5443335;https://openalex.org/C169699857|Quantum information|0.5233554;https://openalex.org/C84114770|Quantum|0.52043205;https://openalex.org/C190474826|Open quantum system|0.5199117;https://openalex.org/C186468114|Quantum network|0.47868425;https://openalex.org/C41008148|Computer science|0.4655028;https://openalex.org/C68717125|Quantum optics|0.46385074;https://openalex.org/C58053490|Quantum computer|0.4601034;https://openalex.org/C22984246|Quantum imaging|0.4472474;https://openalex.org/C5320026|Quantum information science|0.42778793;https://openalex.org/C121332964|Physics|0.42561597;https://openalex.org/C33332235|Theoretical physics|0.33846396;https://openalex.org/C62520636|Quantum mechanics|0.32650375;https://openalex.org/C121040770|Quantum entanglement|0.14752889
W2122639408,Photonic quantum simulators,2012-04-01,N/A,"Alán Aspuru‐Guzik, Philip Walther",858,https://openalex.org/C71191651|Quantum nanoscience|0.6071649;https://openalex.org/C20788544|Photonics|0.5964559;https://openalex.org/C190463098|Quantum technology|0.59319;https://openalex.org/C121332964|Physics|0.5930501;https://openalex.org/C161166931|Quantum simulator|0.57707787;https://openalex.org/C186468114|Quantum network|0.5508058;https://openalex.org/C84114770|Quantum|0.5454349;https://openalex.org/C5320026|Quantum information science|0.51434124;https://openalex.org/C190474826|Open quantum system|0.50982875;https://openalex.org/C22984246|Quantum imaging|0.50863636;https://openalex.org/C169699857|Quantum information|0.48046845;https://openalex.org/C89143813|Quantum sensor|0.47762722;https://openalex.org/C58053490|Quantum computer|0.4563;https://openalex.org/C68717125|Quantum optics|0.42404488;https://openalex.org/C62520636|Quantum mechanics|0.36353856;https://openalex.org/C121040770|Quantum entanglement|0.15604484
W2484805601,Realization of the Cirac–Zoller controlled-NOT quantum gate,2003-03-01,N/A,"F. Schmidt‐Kaler, Hartmut Häffner, M. Riebe, S. Gulde, G. P. T. Lancaster, T. Deuschle, Christoph Becher, C. F. Roos, J. Eschner, R. Blatt",854,https://openalex.org/C182953411|Controlled NOT gate|0.9567504;https://openalex.org/C58849907|Quantum gate|0.68925005;https://openalex.org/C58053490|Quantum computer|0.68873364;https://openalex.org/C203087015|Qubit|0.6140182;https://openalex.org/C183968085|Trapped ion quantum computer|0.58641416;https://openalex.org/C121332964|Physics|0.54074436;https://openalex.org/C51003876|Quantum error correction|0.5333403;https://openalex.org/C124148022|Quantum circuit|0.5305854;https://openalex.org/C41008148|Computer science|0.4968615;https://openalex.org/C142465778|Toffoli gate|0.49433136;https://openalex.org/C62520636|Quantum mechanics|0.47082594;https://openalex.org/C186468114|Quantum network|0.44458973;https://openalex.org/C169699857|Quantum information|0.44442844;https://openalex.org/C137019171|Quantum algorithm|0.42007026;https://openalex.org/C84114770|Quantum|0.3708026;https://openalex.org/C184720557|Topology (electrical circuits)|0.33667642;https://openalex.org/C33923547|Mathematics|0.20096016;https://openalex.org/C114614502|Combinatorics|0.0
W3180039530,Quantum phases of matter on a 256-atom programmable quantum simulator,2021-07-07,N/A,"Sepehr Ebadi, Tout T. Wang, Harry Levine, Alexander Keesling, Giulia Semeghini, Ahmed Omran, Dolev Bluvstein, Rhine Samajdar, Hannes Pichler, Wen Wei Ho, Soonwon Choi, Subir Sachdev, Markus Greiner, Vladan Vuletić, Mikhail D. Lukin",851,https://openalex.org/C161166931|Quantum simulator|0.75370485;https://openalex.org/C84114770|Quantum|0.6415436;https://openalex.org/C89143813|Quantum sensor|0.5765753;https://openalex.org/C121332964|Physics|0.55936736;https://openalex.org/C190463098|Quantum technology|0.5440925;https://openalex.org/C80891386|Quantum phases|0.5303054;https://openalex.org/C203087015|Qubit|0.5238654;https://openalex.org/C58053490|Quantum computer|0.49295163;https://openalex.org/C72190298|Quantum phase transition|0.48087886;https://openalex.org/C186468114|Quantum network|0.47530088;https://openalex.org/C169699857|Quantum information|0.44897735;https://openalex.org/C121040770|Quantum entanglement|0.43810216;https://openalex.org/C137019171|Quantum algorithm|0.43792796;https://openalex.org/C190474826|Open quantum system|0.42597434;https://openalex.org/C22984246|Quantum imaging|0.42203492;https://openalex.org/C5320026|Quantum information science|0.41606104;https://openalex.org/C15184713|Quantum dynamics|0.41164434;https://openalex.org/C62520636|Quantum mechanics|0.3750618
W1987315149,Experimental Quantum Computing without Entanglement,2008-11-13,N/A,"B. P. Lanyon, Marco Barbieri, M. P. Almeida, A. G. White",846,https://openalex.org/C121040770|Quantum entanglement|0.7997556;https://openalex.org/C58053490|Quantum computer|0.62569904;https://openalex.org/C139356082|Quantum discord|0.57299674;https://openalex.org/C45374587|Computation|0.51226395;https://openalex.org/C55795843|Separable state|0.50119424;https://openalex.org/C121332964|Physics|0.49604997;https://openalex.org/C41008148|Computer science|0.4950344;https://openalex.org/C84114770|Quantum|0.47293356;https://openalex.org/C62520636|Quantum mechanics|0.46645468;https://openalex.org/C169699857|Quantum information|0.46582103;https://openalex.org/C68339613|Speedup|0.44822365;https://openalex.org/C203087015|Qubit|0.44178918;https://openalex.org/C190463098|Quantum technology|0.43441913;https://openalex.org/C41241483|Quantum capacity|0.42676154;https://openalex.org/C121864883|Statistical physics|0.41601586;https://openalex.org/C186468114|Quantum network|0.34397352;https://openalex.org/C190474826|Open quantum system|0.27303064;https://openalex.org/C11413529|Algorithm|0.17601517;https://openalex.org/C173608175|Parallel computing|0.10497105
W1912452675,Cavity-based quantum networks with single atoms and optical photons,2015-12-01,N/A,"Andreas Reiserer, Gerhard Rempe",842,https://openalex.org/C121332964|Physics|0.9025756;https://openalex.org/C159317903|Photon|0.7484158;https://openalex.org/C203087015|Qubit|0.6824768;https://openalex.org/C186468114|Quantum network|0.5992793;https://openalex.org/C131584629|Coupling (piping)|0.55358565;https://openalex.org/C190269828|Optical cavity|0.54903764;https://openalex.org/C84114770|Quantum|0.4908479;https://openalex.org/C97126364|Resonator|0.4811867;https://openalex.org/C74939445|Cavity quantum electrodynamics|0.47130856;https://openalex.org/C68717125|Quantum optics|0.4229047;https://openalex.org/C62520636|Quantum mechanics|0.39825857;https://openalex.org/C184779094|Atomic physics|0.36337328;https://openalex.org/C49040817|Optoelectronics|0.33639514;https://openalex.org/C58053490|Quantum computer|0.32362014;https://openalex.org/C190474826|Open quantum system|0.24011433;https://openalex.org/C520434653|Laser|0.18650115;https://openalex.org/C78519656|Mechanical engineering|0.0;https://openalex.org/C127413603|Engineering|0.0
