paper_id,title,publication_date,journal,authors,citation_count,concepts
W1963736202,Optical quantum memory,2009-11-30,N/A,"A. I. Lvovsky, Barry C. Sanders, Wolfgang Tittel",1339,https://openalex.org/C22984246|Quantum imaging|0.69376177;https://openalex.org/C89143813|Quantum sensor|0.66078055;https://openalex.org/C186468114|Quantum network|0.6226792;https://openalex.org/C169699857|Quantum information|0.5847008;https://openalex.org/C5320026|Quantum information science|0.5660129;https://openalex.org/C121332964|Physics|0.5616074;https://openalex.org/C190463098|Quantum technology|0.5231717;https://openalex.org/C159317903|Photon|0.46235594;https://openalex.org/C15706264|Quantum state|0.45257208;https://openalex.org/C187486625|Quantum channel|0.45112106;https://openalex.org/C190474826|Open quantum system|0.43748528;https://openalex.org/C68717125|Quantum optics|0.41293144;https://openalex.org/C84114770|Quantum|0.38813192;https://openalex.org/C62520636|Quantum mechanics|0.28337336;https://openalex.org/C121040770|Quantum entanglement|0.22437215
W2488446542,Chiral quantum optics,2017-01-01,N/A,"Peter Lodahl, Sahand Mahmoodian, Søren Stobbe, Arno Rauschenbeutel, Philipp Schneeweiß, Jürgen Volz, Hannes Pichler, P. Zoller",1331,https://openalex.org/C159317903|Photon|0.71553797;https://openalex.org/C20788544|Photonics|0.6812544;https://openalex.org/C121332964|Physics|0.62894815;https://openalex.org/C68717125|Quantum optics|0.5568119;https://openalex.org/C205049153|Polarization (electrochemistry)|0.5230285;https://openalex.org/C84114770|Quantum|0.5112622;https://openalex.org/C22984246|Quantum imaging|0.49557316;https://openalex.org/C5320026|Quantum information science|0.4910245;https://openalex.org/C169699857|Quantum information|0.45926726;https://openalex.org/C49040817|Optoelectronics|0.44393966;https://openalex.org/C186468114|Quantum network|0.4377193;https://openalex.org/C190463098|Quantum technology|0.43372613;https://openalex.org/C89143813|Quantum sensor|0.43361443;https://openalex.org/C182610534|Ray|0.43207768;https://openalex.org/C62520636|Quantum mechanics|0.24951243;https://openalex.org/C190474826|Open quantum system|0.2448596;https://openalex.org/C121040770|Quantum entanglement|0.17963353;https://openalex.org/C185592680|Chemistry|0.10504323;https://openalex.org/C147789679|Physical chemistry|0.0
W2767966692,Quantum metrology with nonclassical states of atomic ensembles,2018-09-05,N/A,"Luca Pezzè, Augusto Smerzi, Markus K. Oberthaler, Roman Schmied, Philipp Treutlein",1326,https://openalex.org/C121332964|Physics|0.86042607;https://openalex.org/C95013731|Quantum metrology|0.8585706;https://openalex.org/C121040770|Quantum entanglement|0.78869843;https://openalex.org/C195766429|Metrology|0.66777277;https://openalex.org/C89143813|Quantum sensor|0.6568098;https://openalex.org/C111776688|Ultracold atom|0.5560533;https://openalex.org/C84114770|Quantum|0.51458305;https://openalex.org/C62520636|Quantum mechanics|0.49160534;https://openalex.org/C103862110|Optical physics|0.46913666;https://openalex.org/C190463098|Quantum technology|0.46400917;https://openalex.org/C23576306|Astronomical interferometer|0.4485836;https://openalex.org/C68717125|Quantum optics|0.4445476;https://openalex.org/C58312451|Atom (system on chip)|0.44282708;https://openalex.org/C196597080|Atomic clock|0.42656907;https://openalex.org/C166689943|Interferometry|0.26727873;https://openalex.org/C186468114|Quantum network|0.20701537;https://openalex.org/C190474826|Open quantum system|0.1842049;https://openalex.org/C82706917|Plasma|0.11037877;https://openalex.org/C41008148|Computer science|0.06929642;https://openalex.org/C149635348|Embedded system|0.0
W1977148550,Quantum key distribution using gaussian-modulated coherent states,2003-01-01,N/A,"Frédéric Grosshans, Gilles Van Assche, Jérôme Wenger, Rosa Brouri, Nicolas J. Cerf, Philippe Grangier",1322,https://openalex.org/C95466800|Quantum key distribution|0.89142466;https://openalex.org/C121040770|Quantum entanglement|0.63758254;https://openalex.org/C26517878|Key (lock)|0.56785583;https://openalex.org/C41008148|Computer science|0.5604629;https://openalex.org/C2778184138|Homodyne detection|0.53272235;https://openalex.org/C159317903|Photon|0.5142657;https://openalex.org/C163716315|Gaussian|0.49643737;https://openalex.org/C152026323|Coherent states|0.4857331;https://openalex.org/C761482|Transmission (telecommunications)|0.47869137;https://openalex.org/C186468114|Quantum network|0.4684351;https://openalex.org/C5320026|Quantum information science|0.46482494;https://openalex.org/C163173736|Key generation|0.42684695;https://openalex.org/C121332964|Physics|0.4145132;https://openalex.org/C120665830|Optics|0.36850092;https://openalex.org/C84114770|Quantum|0.36489427;https://openalex.org/C62520636|Quantum mechanics|0.3118465;https://openalex.org/C11413529|Algorithm|0.25810608;https://openalex.org/C76155785|Telecommunications|0.24334395;https://openalex.org/C38652104|Computer security|0.12169054;https://openalex.org/C178489894|Cryptography|0.10942754
W1993122650,QUANTUM ESTIMATION FOR QUANTUM TECHNOLOGY,2009-01-01,N/A,Matteo G. A. Paris,1313,https://openalex.org/C32848918|Observable|0.6279035;https://openalex.org/C41241483|Quantum capacity|0.6034522;https://openalex.org/C137019171|Quantum algorithm|0.58923334;https://openalex.org/C51003876|Quantum error correction|0.5816299;https://openalex.org/C11255438|Quantum process|0.5498075;https://openalex.org/C121040770|Quantum entanglement|0.54532045;https://openalex.org/C84114770|Quantum|0.54498583;https://openalex.org/C43682372|Quantum operation|0.5338598;https://openalex.org/C121864883|Statistical physics|0.519279;https://openalex.org/C185429906|Estimator|0.5182105;https://openalex.org/C169699857|Quantum information|0.43512502;https://openalex.org/C139356082|Quantum discord|0.42754376;https://openalex.org/C192122513|Quantum phase estimation algorithm|0.42260307;https://openalex.org/C56911000|Density matrix|0.41994807;https://openalex.org/C15706264|Quantum state|0.41790748;https://openalex.org/C62520636|Quantum mechanics|0.4035843;https://openalex.org/C121332964|Physics|0.39464903;https://openalex.org/C186468114|Quantum network|0.38447422;https://openalex.org/C190474826|Open quantum system|0.38286585;https://openalex.org/C33923547|Mathematics|0.3535313;https://openalex.org/C15184713|Quantum dynamics|0.19123977;https://openalex.org/C105795698|Statistics|0.15904412
W1563040068,Optics and interferometry with atoms and molecules,2009-07-28,N/A,"Alexander D. Cronin, Jörg Schmiedmayer, David E. Pritchard",1310,https://openalex.org/C184551789|Atom interferometer|0.897246;https://openalex.org/C121332964|Physics|0.8547416;https://openalex.org/C45792457|Matter wave|0.7739739;https://openalex.org/C23576306|Astronomical interferometer|0.67766005;https://openalex.org/C2775929963|Atom optics|0.6699524;https://openalex.org/C166689943|Interferometry|0.60362494;https://openalex.org/C68717125|Quantum optics|0.5294069;https://openalex.org/C207114421|Diffraction|0.50743884;https://openalex.org/C58312451|Atom (system on chip)|0.49900866;https://openalex.org/C103862110|Optical physics|0.49802136;https://openalex.org/C120665830|Optics|0.4811867;https://openalex.org/C68481104|Crystal optics|0.46707657;https://openalex.org/C95013731|Quantum metrology|0.4166928;https://openalex.org/C32022120|Interference (communication)|0.41384238;https://openalex.org/C196597080|Atomic clock|0.41260642;https://openalex.org/C520434653|Laser|0.37213367;https://openalex.org/C62520636|Quantum mechanics|0.34842277;https://openalex.org/C84114770|Quantum|0.33026403;https://openalex.org/C121040770|Quantum entanglement|0.3044315;https://openalex.org/C186468114|Quantum network|0.098942876;https://openalex.org/C82706917|Plasma|0.0;https://openalex.org/C41008148|Computer science|0.0;https://openalex.org/C149635348|Embedded system|0.0;https://openalex.org/C127162648|Channel (broadcasting)|0.0;https://openalex.org/C119599485|Electrical engineering|0.0;https://openalex.org/C127413603|Engineering|0.0
W2147574419,Coupling superconducting qubits via a cavity bus,2007-09-01,N/A,"Johannes Majer, Jerry M. Chow, Jay Gambetta, Jens Koch, Blake Johnson, J. A. Schreier, Luigi Frunzio, David Schuster, Andrew Houck, Andreas Wallraff, Alexandre Blais, Michel Devoret, S. M. Girvin, Robert Schoelkopf",1272,https://openalex.org/C119382340|Superconducting quantum computing|0.8643459;https://openalex.org/C203087015|Qubit|0.85410595;https://openalex.org/C121332964|Physics|0.5824827;https://openalex.org/C58053490|Quantum computer|0.56289864;https://openalex.org/C62520636|Quantum mechanics|0.49919987;https://openalex.org/C169699857|Quantum information|0.4794394;https://openalex.org/C158456648|Cluster state|0.453584;https://openalex.org/C183968085|Trapped ion quantum computer|0.4301277;https://openalex.org/C91717678|Quantum teleportation|0.4174946;https://openalex.org/C162967359|Entanglement distillation|0.41559148;https://openalex.org/C186468114|Quantum network|0.40731984;https://openalex.org/C184720557|Topology (electrical circuits)|0.36843255;https://openalex.org/C51003876|Quantum error correction|0.3650629;https://openalex.org/C84114770|Quantum|0.33400136;https://openalex.org/C119599485|Electrical engineering|0.14621043;https://openalex.org/C127413603|Engineering|0.07334381
W1839785972,Stabilizer Codes and Quantum Error Correction,1997-05-28,N/A,Daniel Gottesman,1264,https://openalex.org/C69497775|Quantum convolutional code|0.7080468;https://openalex.org/C51003876|Quantum error correction|0.62920916;https://openalex.org/C41241483|Quantum capacity|0.4474742;https://openalex.org/C41008148|Computer science|0.44054237;https://openalex.org/C84114770|Quantum|0.4334261;https://openalex.org/C58053490|Quantum computer|0.43086398;https://openalex.org/C186468114|Quantum network|0.38190436;https://openalex.org/C62520636|Quantum mechanics|0.35040534;https://openalex.org/C33923547|Mathematics|0.3284615;https://openalex.org/C121332964|Physics|0.3275929
W2015275764,Multiphoton entanglement and interferometry,2012-05-11,N/A,"Jian-Wei Pan, Zeng‐Bing Chen, Chao‐Yang Lu, Harald Weinfurter, Anton Zeilinger, Marek Żukowski",1254,https://openalex.org/C121332964|Physics|0.8220233;https://openalex.org/C121040770|Quantum entanglement|0.6488771;https://openalex.org/C62520636|Quantum mechanics|0.64315397;https://openalex.org/C91717678|Quantum teleportation|0.6099832;https://openalex.org/C190463098|Quantum technology|0.57092625;https://openalex.org/C186468114|Quantum network|0.55405694;https://openalex.org/C89143813|Quantum sensor|0.5053056;https://openalex.org/C190474826|Open quantum system|0.49371347;https://openalex.org/C5320026|Quantum information science|0.4826839;https://openalex.org/C95013731|Quantum metrology|0.47920498;https://openalex.org/C22984246|Quantum imaging|0.47185728;https://openalex.org/C68717125|Quantum optics|0.4673282;https://openalex.org/C169699857|Quantum information|0.45435253;https://openalex.org/C139356082|Quantum discord|0.4238688;https://openalex.org/C84114770|Quantum|0.37804732
W2101088258,Quantum computational networks,1989-09-08,N/A,David Deutsch,1248,https://openalex.org/C58849907|Quantum gate|0.58267474;https://openalex.org/C58053490|Quantum computer|0.5747517;https://openalex.org/C186468114|Quantum network|0.5704433;https://openalex.org/C41008148|Computer science|0.5035042;https://openalex.org/C169460222|Quantum logic|0.4921412;https://openalex.org/C84114770|Quantum|0.46045735;https://openalex.org/C177148314|Generalization|0.45833877;https://openalex.org/C124148022|Quantum circuit|0.44746524;https://openalex.org/C80444323|Theoretical computer science|0.4275837;https://openalex.org/C184720557|Topology (electrical circuits)|0.3433254;https://openalex.org/C33923547|Mathematics|0.34113804;https://openalex.org/C62520636|Quantum mechanics|0.24908319;https://openalex.org/C121332964|Physics|0.20700863;https://openalex.org/C114614502|Combinatorics|0.0;https://openalex.org/C134306372|Mathematical analysis|0.0
W2109741106,Quantum algorithms revisited,1998-01-08,N/A,"Richard Cleve, Artur Ekert, Chiara Macchiavello, Michele Mosca",1248,https://openalex.org/C58053490|Quantum computer|0.69908714;https://openalex.org/C137019171|Quantum algorithm|0.6703154;https://openalex.org/C84114770|Quantum|0.60915047;https://openalex.org/C192122513|Quantum phase estimation algorithm|0.59751016;https://openalex.org/C11413529|Algorithm|0.58888865;https://openalex.org/C41008148|Computer science|0.5818895;https://openalex.org/C32022120|Interference (communication)|0.5740478;https://openalex.org/C45374587|Computation|0.57297015;https://openalex.org/C2985568454|Quantum interference|0.5589424;https://openalex.org/C186468114|Quantum network|0.35267106;https://openalex.org/C80444323|Theoretical computer science|0.3235028;https://openalex.org/C121332964|Physics|0.18160921;https://openalex.org/C62520636|Quantum mechanics|0.14299384;https://openalex.org/C76155785|Telecommunications|0.061086655;https://openalex.org/C127162648|Channel (broadcasting)|0.0
W3099200606,Quantum Chemistry in the Age of Quantum Computing,2019-08-30,N/A,"Yudong Cao, Jonathan Romero, Jonathan P. Olson, Matthias Degroote, Peter D. Johnson, Mária Kieferová, Ian Kivlichan, Tim Menke, Borja Peropadre, Nicolas P. D. Sawaya, Sukin Sim, Libor Veis, Alán Aspuru‐Guzik",1227,https://openalex.org/C58053490|Quantum computer|0.68548536;https://openalex.org/C71191651|Quantum nanoscience|0.55341834;https://openalex.org/C121040770|Quantum entanglement|0.5477667;https://openalex.org/C22994065|Quantum chemistry|0.48113313;https://openalex.org/C84114770|Quantum|0.4769753;https://openalex.org/C137019171|Quantum algorithm|0.47086278;https://openalex.org/C190463098|Quantum technology|0.4676537;https://openalex.org/C41008148|Computer science|0.44512296;https://openalex.org/C190474826|Open quantum system|0.43863514;https://openalex.org/C5320026|Quantum information science|0.43802798;https://openalex.org/C186468114|Quantum network|0.38934565;https://openalex.org/C185592680|Chemistry|0.37892604;https://openalex.org/C80444323|Theoretical computer science|0.3561774;https://openalex.org/C62520636|Quantum mechanics|0.35403714;https://openalex.org/C459310|Computational science|0.33965135;https://openalex.org/C121332964|Physics|0.29032242;https://openalex.org/C32909587|Molecule|0.12785456;https://openalex.org/C93275456|Supramolecular chemistry|0.0
W2054265686,Quantum Register Based on Individual Electronic and Nuclear Spin Qubits in Diamond,2007-05-31,N/A,"Meenakshi Dutt, Lilian Childress, Liang Jiang, Emre Togan, J. R. Maze, Fedor Jelezko, A. S. Zibrov, Philip Hemmer, Mikhail D. Lukin",1210,https://openalex.org/C203087015|Qubit|0.7279363;https://openalex.org/C116696211|Nitrogen-vacancy center|0.6374836;https://openalex.org/C121332964|Physics|0.6272841;https://openalex.org/C150365167|Spin engineering|0.56023854;https://openalex.org/C169699857|Quantum information|0.51624274;https://openalex.org/C190463098|Quantum technology|0.48622218;https://openalex.org/C2781181686|Coherence (philosophical gambling strategy)|0.48213407;https://openalex.org/C119382340|Superconducting quantum computing|0.46671838;https://openalex.org/C89143813|Quantum sensor|0.45453244;https://openalex.org/C186468114|Quantum network|0.44766498;https://openalex.org/C42704618|Spin (aerodynamics)|0.4441127;https://openalex.org/C58053490|Quantum computer|0.43689913;https://openalex.org/C2778870898|Spins|0.4238674;https://openalex.org/C62520636|Quantum mechanics|0.41805363;https://openalex.org/C21690051|Spin polarization|0.3769915;https://openalex.org/C84114770|Quantum|0.35538244;https://openalex.org/C26873012|Condensed matter physics|0.2896685;https://openalex.org/C190474826|Open quantum system|0.28155512;https://openalex.org/C147120987|Electron|0.2605065;https://openalex.org/C97355855|Thermodynamics|0.0
W276931850,Quantum fields in curved space,1984-01-01,N/A,G. Stephenson,1184,https://openalex.org/C58053490|Quantum computer|0.6516324;https://openalex.org/C51003876|Quantum error correction|0.64551693;https://openalex.org/C169699857|Quantum information|0.60657513;https://openalex.org/C203087015|Qubit|0.5882857;https://openalex.org/C41008148|Computer science|0.53261364;https://openalex.org/C186468114|Quantum network|0.506939;https://openalex.org/C190463098|Quantum technology|0.4798926;https://openalex.org/C84114770|Quantum|0.46336386;https://openalex.org/C62520636|Quantum mechanics|0.3871311;https://openalex.org/C121332964|Physics|0.37708092;https://openalex.org/C80444323|Theoretical computer science|0.35650355;https://openalex.org/C113775141|Computer engineering|0.3467908;https://openalex.org/C190474826|Open quantum system|0.34651238
W1988633556,Efficient Scheme for Two-Atom Entanglement and Quantum Information Processing in Cavity QED,2000-09-11,N/A,"Shi‐Biao Zheng, Guang‐Can Guo",1159,https://openalex.org/C121332964|Physics|0.7660341;https://openalex.org/C121040770|Quantum entanglement|0.70760125;https://openalex.org/C91717678|Quantum teleportation|0.66752243;https://openalex.org/C74939445|Cavity quantum electrodynamics|0.640123;https://openalex.org/C62520636|Quantum mechanics|0.6058949;https://openalex.org/C2781089630|Realization (probability)|0.6049971;https://openalex.org/C154255573|Teleportation|0.60345244;https://openalex.org/C169699857|Quantum information|0.554134;https://openalex.org/C20593774|W state|0.5422415;https://openalex.org/C181500209|Excited state|0.51621515;https://openalex.org/C77618280|Scheme (mathematics)|0.514346;https://openalex.org/C2987822364|Quantum information processing|0.5113303;https://openalex.org/C58312451|Atom (system on chip)|0.49559844;https://openalex.org/C187486625|Quantum channel|0.48996964;https://openalex.org/C186468114|Quantum network|0.4860211;https://openalex.org/C84114770|Quantum|0.37197015;https://openalex.org/C190474826|Open quantum system|0.26392254;https://openalex.org/C41008148|Computer science|0.14950335;https://openalex.org/C33923547|Mathematics|0.06465098;https://openalex.org/C134306372|Mathematical analysis|0.0;https://openalex.org/C105795698|Statistics|0.0;https://openalex.org/C149635348|Embedded system|0.0
W2129606687,Quantum interface between light and atomic ensembles,2010-04-05,N/A,"Klemens Hammerer, Anders S. Sørensen, E. S. Polzik",1154,https://openalex.org/C121332964|Physics|0.79295194;https://openalex.org/C22984246|Quantum imaging|0.69790477;https://openalex.org/C190463098|Quantum technology|0.67697805;https://openalex.org/C89143813|Quantum sensor|0.6427242;https://openalex.org/C186468114|Quantum network|0.5845818;https://openalex.org/C74939445|Cavity quantum electrodynamics|0.5385187;https://openalex.org/C169699857|Quantum information|0.5330844;https://openalex.org/C5320026|Quantum information science|0.5209854;https://openalex.org/C84114770|Quantum|0.5012574;https://openalex.org/C95013731|Quantum metrology|0.49232328;https://openalex.org/C68717125|Quantum optics|0.49096897;https://openalex.org/C121040770|Quantum entanglement|0.48571;https://openalex.org/C190474826|Open quantum system|0.48336452;https://openalex.org/C91717678|Quantum teleportation|0.46109474;https://openalex.org/C62520636|Quantum mechanics|0.45018068;https://openalex.org/C15706264|Quantum state|0.41729724
W2790388700,Quantum circuit learning,2018-09-10,N/A,"Kosuke Mitarai, Makoto Negoro, Masahiro Kitagawa, Keisuke Fujii",1152,https://openalex.org/C41008148|Computer science|0.637544;https://openalex.org/C84114770|Quantum|0.6052245;https://openalex.org/C124148022|Quantum circuit|0.5933451;https://openalex.org/C2779094486|Quantum machine learning|0.5849152;https://openalex.org/C58053490|Quantum computer|0.54631084;https://openalex.org/C137019171|Quantum algorithm|0.42459115;https://openalex.org/C24326235|Electronic engineering|0.37213635;https://openalex.org/C186468114|Quantum network|0.3280321;https://openalex.org/C121332964|Physics|0.21566501;https://openalex.org/C62520636|Quantum mechanics|0.17065236;https://openalex.org/C127413603|Engineering|0.10752368
W3103096722,Integrated photonic quantum technologies,2019-10-21,N/A,"Jianwei Wang, Fabio Sciarrino, Anthony Laing, Mark G. Thompson",1150,https://openalex.org/C20788544|Photonics|0.712901;https://openalex.org/C89143813|Quantum sensor|0.647094;https://openalex.org/C190463098|Quantum technology|0.626679;https://openalex.org/C22984246|Quantum imaging|0.57667536;https://openalex.org/C41008148|Computer science|0.55427396;https://openalex.org/C5320026|Quantum information science|0.5528269;https://openalex.org/C169699857|Quantum information|0.51679766;https://openalex.org/C84114770|Quantum|0.48506418;https://openalex.org/C159317903|Photon|0.45377734;https://openalex.org/C58053490|Quantum computer|0.45284474;https://openalex.org/C68717125|Quantum optics|0.41382182;https://openalex.org/C186468114|Quantum network|0.378353;https://openalex.org/C24326235|Electronic engineering|0.37370616;https://openalex.org/C121332964|Physics|0.34727055;https://openalex.org/C49040817|Optoelectronics|0.26307586;https://openalex.org/C121040770|Quantum entanglement|0.19370934;https://openalex.org/C190474826|Open quantum system|0.18731657;https://openalex.org/C127413603|Engineering|0.17203188;https://openalex.org/C120665830|Optics|0.116003126;https://openalex.org/C62520636|Quantum mechanics|0.11098403
W2074333174,Necessary and Sufficient Condition for Nonzero Quantum Discord,2010-11-02,N/A,"Borivoje Dakić, Vlatko Vedral, Časlav Brukner",1124,https://openalex.org/C139356082|Quantum discord|0.8267214;https://openalex.org/C121040770|Quantum entanglement|0.6097672;https://openalex.org/C203087015|Qubit|0.59358394;https://openalex.org/C121332964|Physics|0.50443876;https://openalex.org/C62520636|Quantum mechanics|0.49609336;https://openalex.org/C58053490|Quantum computer|0.49230206;https://openalex.org/C41241483|Quantum capacity|0.4711054;https://openalex.org/C84114770|Quantum|0.453931;https://openalex.org/C137019171|Quantum algorithm|0.42376867;https://openalex.org/C11255438|Quantum process|0.41894323;https://openalex.org/C169699857|Quantum information|0.4182309;https://openalex.org/C186468114|Quantum network|0.3714254;https://openalex.org/C121864883|Statistical physics|0.35634255;https://openalex.org/C41008148|Computer science|0.3478226;https://openalex.org/C15184713|Quantum dynamics|0.18469542
W2063519529,Entanglement-based quantum communication over 144 km,2007-06-03,N/A,"Rupert Ursin, F. Tiefenbacher, T. Schmitt-Manderbach, H. Weier, T. Scheidl, M. Lindenthal, B. Blauensteiner, Thomas Jennewein, J. Perdigués, Pavel Trojek, Bernhard Ömer, Martin Fürst, M. Meyenburg, John Rarity, Zoran Sodnik, C. Barbieri, Harald Weinfurter, Anton Zeilinger",1122,https://openalex.org/C121332964|Physics|0.79466707;https://openalex.org/C121040770|Quantum entanglement|0.73690104;https://openalex.org/C89143813|Quantum sensor|0.63695335;https://openalex.org/C144901912|Quantum cryptography|0.63187385;https://openalex.org/C91717678|Quantum teleportation|0.61775494;https://openalex.org/C95466800|Quantum key distribution|0.5901662;https://openalex.org/C5320026|Quantum information science|0.58795214;https://openalex.org/C190463098|Quantum technology|0.5741607;https://openalex.org/C186468114|Quantum network|0.57073045;https://openalex.org/C62520636|Quantum mechanics|0.55170816;https://openalex.org/C187486625|Quantum channel|0.5333246;https://openalex.org/C22984246|Quantum imaging|0.52222717;https://openalex.org/C169699857|Quantum information|0.5114764;https://openalex.org/C95013731|Quantum metrology|0.49551404;https://openalex.org/C139356082|Quantum discord|0.47877395;https://openalex.org/C154255573|Teleportation|0.42283696;https://openalex.org/C190474826|Open quantum system|0.38174862;https://openalex.org/C84114770|Quantum|0.36340725
W2028212109,Perfect State Transfer in Quantum Spin Networks,2004-05-04,N/A,"Matthias Christandl, Nilanjana Datta, Artur Ekert, Andrew J. Landahl",1122,https://openalex.org/C203087015|Qubit|0.77270305;https://openalex.org/C50820777|Hypercube|0.62086385;https://openalex.org/C121332964|Physics|0.58989054;https://openalex.org/C184720557|Topology (electrical circuits)|0.551406;https://openalex.org/C58053490|Quantum computer|0.539727;https://openalex.org/C62520636|Quantum mechanics|0.48982546;https://openalex.org/C48103436|State (computer science)|0.4787559;https://openalex.org/C2776175482|Transfer (computing)|0.47570357;https://openalex.org/C186468114|Quantum network|0.46276325;https://openalex.org/C42704618|Spin (aerodynamics)|0.44144326;https://openalex.org/C19271316|One-way quantum computer|0.4400467;https://openalex.org/C45374587|Computation|0.43471953;https://openalex.org/C84114770|Quantum|0.4261854;https://openalex.org/C5320026|Quantum information science|0.41432226;https://openalex.org/C41008148|Computer science|0.3046133;https://openalex.org/C51003876|Quantum error correction|0.2903937;https://openalex.org/C118615104|Discrete mathematics|0.18746194;https://openalex.org/C33923547|Mathematics|0.18519983;https://openalex.org/C121040770|Quantum entanglement|0.14868727;https://openalex.org/C11413529|Algorithm|0.13578564;https://openalex.org/C114614502|Combinatorics|0.11351234;https://openalex.org/C173608175|Parallel computing|0.0;https://openalex.org/C97355855|Thermodynamics|0.0
W1988134541,Secure quantum key distribution,2014-07-31,N/A,"Hoi‐Kwong Lo, Marcos Curty, Kiyoshi Tamaki",1112,https://openalex.org/C144901912|Quantum cryptography|0.84764993;https://openalex.org/C95466800|Quantum key distribution|0.8438759;https://openalex.org/C41008148|Computer science|0.63128644;https://openalex.org/C178489894|Cryptography|0.5769773;https://openalex.org/C86844869|Hacker|0.53174603;https://openalex.org/C63882131|Strengths and weaknesses|0.5017915;https://openalex.org/C38652104|Computer security|0.50016856;https://openalex.org/C26517878|Key (lock)|0.49873042;https://openalex.org/C110875604|The Internet|0.46307954;https://openalex.org/C186468114|Quantum network|0.44127795;https://openalex.org/C5320026|Quantum information science|0.44058913;https://openalex.org/C190463098|Quantum technology|0.42361358;https://openalex.org/C58053490|Quantum computer|0.32856458;https://openalex.org/C84114770|Quantum|0.30861026;https://openalex.org/C169699857|Quantum information|0.26560205;https://openalex.org/C121332964|Physics|0.2599051;https://openalex.org/C190474826|Open quantum system|0.2139593;https://openalex.org/C121040770|Quantum entanglement|0.18867439;https://openalex.org/C62520636|Quantum mechanics|0.18444851;https://openalex.org/C136764020|World Wide Web|0.09152171;https://openalex.org/C111472728|Epistemology|0.06477171;https://openalex.org/C138885662|Philosophy|0.0
W2154564336,The capacity of the quantum channel with general signal states,1998-01-01,N/A,A. S. Holevo,1107,https://openalex.org/C168090291|Classical capacity|0.7188703;https://openalex.org/C97744766|Channel capacity|0.62996984;https://openalex.org/C187486625|Quantum channel|0.6186288;https://openalex.org/C75553542|A priori and a posteriori|0.57395405;https://openalex.org/C127162648|Channel (broadcasting)|0.5484092;https://openalex.org/C33923547|Mathematics|0.5440348;https://openalex.org/C206040425|Amplitude damping channel|0.5415362;https://openalex.org/C84114770|Quantum|0.5255567;https://openalex.org/C106301342|Entropy (arrow of time)|0.5177602;https://openalex.org/C41241483|Quantum capacity|0.49475044;https://openalex.org/C52622258|Information theory|0.4932031;https://openalex.org/C24495805|Quantum relative entropy|0.45271337;https://openalex.org/C121864883|Statistical physics|0.44438156;https://openalex.org/C184049767|Coherent information|0.4375949;https://openalex.org/C77553402|Upper and lower bounds|0.42156;https://openalex.org/C169699857|Quantum information|0.39438978;https://openalex.org/C139356082|Quantum discord|0.36071885;https://openalex.org/C118615104|Discrete mathematics|0.3242076;https://openalex.org/C62520636|Quantum mechanics|0.32134643;https://openalex.org/C121332964|Physics|0.27839935;https://openalex.org/C41008148|Computer science|0.2392183;https://openalex.org/C121040770|Quantum entanglement|0.17743501;https://openalex.org/C134306372|Mathematical analysis|0.17588991;https://openalex.org/C76155785|Telecommunications|0.1500102;https://openalex.org/C186468114|Quantum network|0.13369793;https://openalex.org/C105795698|Statistics|0.11868581;https://openalex.org/C138885662|Philosophy|0.0;https://openalex.org/C111472728|Epistemology|0.0
W2273682834,Fundamental limits of repeaterless quantum communications,2017-04-26,N/A,"Stefano Pirandola, Riccardo Laurenza, Carlo Ottaviani, Leonardo Banchi",1107,https://openalex.org/C95466800|Quantum key distribution|0.6533006;https://openalex.org/C187486625|Quantum channel|0.65320253;https://openalex.org/C41008148|Computer science|0.6492449;https://openalex.org/C41241483|Quantum capacity|0.6466725;https://openalex.org/C121040770|Quantum entanglement|0.6315011;https://openalex.org/C5320026|Quantum information science|0.55321205;https://openalex.org/C174440990|Point-to-point|0.5271166;https://openalex.org/C186468114|Quantum network|0.5262146;https://openalex.org/C169699857|Quantum information|0.4910965;https://openalex.org/C84114770|Quantum|0.4872812;https://openalex.org/C206040425|Amplitude damping channel|0.48389992;https://openalex.org/C91717678|Quantum teleportation|0.44974756;https://openalex.org/C184720557|Topology (electrical circuits)|0.36981013;https://openalex.org/C62520636|Quantum mechanics|0.36428648;https://openalex.org/C121332964|Physics|0.33448797;https://openalex.org/C76155785|Telecommunications|0.27592775;https://openalex.org/C33923547|Mathematics|0.24583992;https://openalex.org/C114614502|Combinatorics|0.0
W2032147770,Quantum computing with realistically noisy devices,2005-03-01,N/A,Emanuel Knill,1102,https://openalex.org/C58053490|Quantum computer|0.8650112;https://openalex.org/C41008148|Computer science|0.73459893;https://openalex.org/C122527463|Quantum decoherence|0.6467668;https://openalex.org/C51003876|Quantum error correction|0.6091037;https://openalex.org/C63540848|Fault tolerance|0.5154184;https://openalex.org/C84114770|Quantum|0.5049034;https://openalex.org/C113775141|Computer engineering|0.48896277;https://openalex.org/C186468114|Quantum network|0.4345227;https://openalex.org/C45374587|Computation|0.4134656;https://openalex.org/C80444323|Theoretical computer science|0.3607527;https://openalex.org/C120314980|Distributed computing|0.35226423;https://openalex.org/C11413529|Algorithm|0.3291594;https://openalex.org/C62520636|Quantum mechanics|0.19194123;https://openalex.org/C121332964|Physics|0.17462915
